"virksomhedsnavn";"navn";"cvr";"turnover2004";"turnover2007";"growth2004_7";"balance2007";"equity2007";"result2005";"result2006";"result2007";"average_result";"profit_turnover_ratio";"rateofprofit";"employees";"rate_of_risk";"branch";"sector";"foreignboardmembers";"other_eliteboardmember";"member_politics";"member_university";"number_vl_members";"exports_uncoded";"exports_uncoded_2";"exports";"ownership";"atp";"ownership_cat";"ownership_cat_2";"salary2007";"ceo_salary_uncoded";"ceo_salary";"average_salary2007";"rate_of_exploitation";"organic_composition_capital";"locationi";"locationii";"location";"firm_age";"member_business_org";"firm_on_stock_exchange";"books_about_firm";"articles_about_firm";"position";"member_public_commisions";"member_scientific";"member_top_boards";"member_america";"member_vl_group";"member_int_business_org";"member_network";"memberships_boards";"var1";"public_positions";"owner";"highschool_place";"highschool";"education_string";"Grand ecole";"education_cat";"phd";"education";"age_completted_education";"education_supplementary";"year_educated";"hd";"mba";"basic_education_abroad";"education_abroad";"years_between_education_and_dire";"years_between_education_and_top_";"time_in_corporation";"career_changes";"time_in_branch";"age_as_ce";"age_as_ceo";"age_at_current_position";"years_as_ceo_before_current_posi";"former_top_ceo_in_other_company";"career_abroad";"careerprofile_maclean";"careerfoundation_maclean";"entrepeneur";"dateofbirth";"yearofbirth";"placeofbirth_string";"placeofbirth_number";"placeofbirth";"fathers_position";"familyclass_hansen";"familyclass_bourdieu";"familyclass_wright";"family_in_whoswho";"mothers_position";"mother_in_whoswho";"year_of_last_marriage";"age_when_married";"married";"partners_position";"partners_class";"partner_in_whoswho";"partners_year_of_birth";"partners_age_difference";"father_in_laws_position";"inlaws_class_hansen";"inlaws_class_bourdieu";"inlaws_in_whoswho";"partnersfamily_in_whoswho";"residence";"residence_number";"residence_string";"residence_value";"media_coverage";"biographed";"author";"public_recognition";"danish_decoration_string";"decoration";"foreign_decoration_string";"foreigndecoration";"royal_invitation";"leaderoftheyear";"army";"state";"maersk";"beard";"suit";"wageshare";"wageshare_cat";"balance";"balance_cat";"employeeturnover";"virknavn";"leaderoftheyear_cat";"abroad_hartmann";"turnover2007_cat3";"growth2004_7_cat2";"rate_of_risk_cat2";"average_salary_2007_cat2";"rate_of_exploitation_cat2";"organic_composition_capital_cat2";"articles_about_firm_cat";"employeeturnover_cat";"employeeturnover_cat2";"turnover2007_cat";"turnover2007_cat2";"growth2004_7_cat";"balance2007_cat";"equity2007_cat";"average_result2005_7_cat";"profit_turnover_ratio_cat";"rateofprofit_cat";"employees_cat";"rate_of_risk_cat";"vl_members_cat";"ceo_salary_cat";"ceo_salary_cat2";"average_salary_2007_cat";"salary_cat";"rate_of_exploitation_cat";"organic_composition_capital_cat";"firm_age_cat";"books_with_firm_cat";"ceonavn";"articles";"articles2";"residence_value_cat";"residence_value_cat2";"age";"age_cat_maclean";"years_as_ceo";"years_as_ceo_cat";"age_dec";"age_cat";"abroad";"memberships_boards_cat";"member_vl_group_cat";"age_completed_education_cat";"years_between_edu_dir_cat";"years_between_edu_ceo_cat";"time_in_corp_before_ceo";"time_in_corp_before_ceo_cat";"career_changes_cat";"career_changes_cat2";"time_branch_bef_currentceo";"time_branch_bef_currentceo_cat";"age_as_ce_cat";"age_as_ceo_cat";"age_when_married_cat";"year_educated_cat";"careerfoundation_maclean_cat";"careerprofile_maclean_cat";"size1";"size2";"size";"ceo";"firm_age_years";"location_bin";"exports_bin";"size_prestige1";"size_prestige2";"size_prestige";"prod_vs_finance"
"A.P. Møller - Mærsk";"Claus V. Hemmingsen";22756214;159544;285131;".79";327519;138198;20206;15557;17829;17864;".15";".13";117319;".42";"Konglomerater";"Konglomerater";"Bestyrelse: Ingen udlændinge";"Lars Christian Pallesen - Rektor ved DTU";"Bestyrelse: Ingen politikere";"Bestyrelse: Videnskabsfolk";26;;"s. 66 Langt størstedelen af deres omsætning er i udlandet (Hvis vi ser på modtager landet - så er 50% af omsætningen i Europa - vi må så antage at norden udgør en mindre andel)";"Eksportvirksomhed";"A.P. Møller og Hustru Chastine Mc-Kinneymøllers Fond Til Almene Formaal Virksomhed, København K, 41,76% (50,03% af stemmerne), A.P. Møller - Mærsk A/S Virksomhed, København K, 6,39%, A. P. Møller og hustru Chastine Mc-Kinney Møllers Familiefond";0;"Familieejerskab";"Familieejerskab";30328;"s. 66 - Direktionen deler 75 mil. Og består af 7 mand - hvor af mærsk himself er en af dem";"9.5";"258508.8";"1.41";"10.8";"Esplanaden 50";"1098 København K";"København";1904;1;"Børsnoteret";76;45116;"direktør";"Ingen offentlige kommisioner";"Ingen videnskabelige poster";"Ingen top bestyrelsesposter";"Amerika Fonden: Virksomheden repræsenteret";46;"Danish Chinese Business Forum og Denmark-Hong kong Trade Association";"Ikke i topnetværk";0;0;0;"Ikke ejer";"Tårnby Gymnasium";"Gymnasium";"Shipping uddannelse";"Ikke akademisk";1;"Ingen phd";"Elevuddannelse";21;"Lederkurser: London Business School og en MBA fra IMD i 2007";1983;"Ingen HD";"Prestigefuld MBA";"Ingen udenlandsk grunduddannelse";"Ingen udenlandsk uddannelse";17;22;26;0;26;38;43;2005;0;"Ikke tidligere top-ceo";11;"Karrierestart i de største virksomheder";"Management og ledelse";"Startede ikke selv virksomhed";"09/15/1962";1962;"i Kbh";1000;"Storkøbenhavn";"Direktør";"Klasse I";"Familie: Direktør";"Familie: Leder/direktør";"Familien ikke i BB";"Hustru";0;1988;26;"Gift";"Hustru";"Partner: Hjemmegående";0;1963;1;"Formand (Sjakbejs)";"Klasse III";"Sviger: Mellemledere";"Sviger: Ikke i BB";"Svigerfamilie ikke i BB";"Whiskeybæltet";"2820 Gentofte.";"Skovvej 8,";8650000;124;"Ingen biografier";"Ikke forfatter";0;0;"Ingen danske ordner";0;"Ingen udenlandske ordner";"Ingen invitation";"Årets Leder: Intet";"Ikke tidligere i hæren";"Ikke tidligere i staten";"Ikke tidligere i Mærsk";"Intet Skæg";"Jakke og slips";".1063651";"Lønandel: 10,1%-15%";327519;"Balance +50 mia";"2.430391";"A.P. Møller - Mærsk";"Ikke Årets Leder";"Mere end to år i udlandet";"omsætning over 40 mia";"Vækst fra 20 % til 100 % siden 2004";"Soliditetsgrad: Højest";"Gennemsnitløn under 330.000";"Udbytningsgrad 1-2";"Konstant-variabel kapital ratio: Høj";"+ 2500 artikler om firma pr. år";"Omsætning pr. ansat: 2.1-4 mil";"Omsætning pr. ansat: under 5 mil";"omsætning over 40 mia";"omsætning over 40 mia";"Vækst fra 50 % til 100 % siden 2004";"Balance +50 mia";"Egenkapital +15 mia";"Resultat 2005-7 +2 mia";"Overskudsgrad 15-19 %";"Afkastsgrad 11-19 %";"Ansatte: +20.000";"Soliditetsgrad 31-50 %";"+10 VL-gruppe medl.";"CEO løn: 10-11 mio";"CEO løn: 10-11 mio";"Gennemsnitløn 230-330.000";"Lønudgift: +7,5 mia.";"Udbytningsgrad: Høj";"Konstant-variabel kapital ratio 8-20";"Firma etableret 1900-1944";"Over 70 bøger med firma";"Claus V. Hemmingsen";"Artikler: 101-300";"Artikler: 50-300";"Ejendom: 6,1-9 mio";"Ejendom: 8-12 mio";45;"40-49 år";2;"Direktør: Under 5 år";"Født:1960-1969";"Alder:45-38";"Udlandet: 7+ år";"Ingen bestyrelsesposter";"Medlem af VL-gruppe: 1, 3 eller 46";"Afslutning af uddannelse: 21-24 år";"13-19 år om at blive direktør";"20-27 år om at blive topdirektør";24;"16-25 år i i firma før topchef";"Ingen karriereskift";"Ingen karriereskift";24;"Har været mindst 3 år i branche før CEO";"Direktør: 35-39 år";"Direktør: 40-44 år";"Gift: 26-30 år";"Uddannet: 1980-85";"Management, ledelse og HR";"Karrierestart i de største virksomheder";"3.501955";"-.5692348";"Firmastørrelse top 5 firma";0;103;"København (K, V eller Ø)";"Eksportvirksomhed (helt eller delvist)";"6.385252";"-.4903428";"Firmaprestige: top 10 firma";"Produktionsvirksomheder"
"A.P. Møller - Mærsk";"Eivind Kolding";22756214;159544;285131;".79";327519;138198;20206;15557;17829;17864;".15";".13";117319;".42";"Konglomerater";"Konglomerater";"Bestyrelse: Ingen udlændinge";"Lars Christian Pallesen - Rektor ved DTU";"Bestyrelse: Ingen politikere";"Bestyrelse: Videnskabsfolk";26;;"s. 66 Langt størstedelen af deres omsætning er i udlandet (Hvis vi ser på modtager landet - så er 50% af omsætningen i Europa - vi må så antage at norden udgør en mindre andel)";"Eksportvirksomhed";"A.P. Møller og Hustru Chastine Mc-Kinneymøllers Fond Til Almene Formaal Virksomhed, København K, 41,76% (50,03% af stemmerne), A.P. Møller - Mærsk A/S Virksomhed, København K, 6,39%, A. P. Møller og hustru Chastine Mc-Kinney Møllers Familiefond";0;"Familieejerskab";"Familieejerskab";30328;"s. 66 - Direktionen deler 75 mil. Og består af 7 mand - hvor af mærsk himself er en af dem";"9.5";"258508.8";"1.41";"10.8";"Esplanaden 50";"1098 København K";"København";1904;1;"Børsnoteret";76;45116;"skibsreder";"Ingen offentlige kommisioner";"Ingen videnskabelige poster";" En top bestyrelsespost";"Amerika Fonden: Virksomheden repræsenteret";48;"0";"Netværket";1;0;;"Ikke ejer";"Kildegård Gymnasium";"Gymnasium";"Cand jur. København";"KU";2;"Ingen phd";"Samfundsvidenskab og jura";24;"0";1983;"Ingen HD";" Ingen MBA";"Ingen udenlandsk grunduddannelse";"Ingen udenlandsk uddannelse";13;15;18;1;18;37;39;2006;8;"Ikke tidligere top-ceo";2;"Karrierestart indenfor jura";"Jura";"Startede ikke selv virksomhed";"11/16/1959";1959;"i Kastrup";2770;"Storkøbenhavn";"Direktør";"Klasse I";"Familie: Direktør";"Familie: Leder/direktør";"Familien ikke i BB";"Fuldmægtig";0;1986;27;"Gift";"advokat";"Partner: LVU-job";0;1957;-2;"Revisor";"Klasse II";"Sviger: Akademikere";"Sviger: Ikke i BB";"Svigerfamilie ikke i BB";"Whiskeybæltet";"2920 Charlottenlund.";"Skovvangen 18,";12800000;391;"Ingen biografier";"Ikke forfatter";0;0;"Ingen danske ordner";0;"Ingen udenlandske ordner";"Ingen invitation";"Årets Leder: Intet";"Ikke tidligere i hæren";"Ikke tidligere i staten";"Ikke tidligere i Mærsk";"Intet Skæg";"Jakke og slips";".1063651";"Lønandel: 10,1%-15%";327519;"Balance +50 mia";"2.430391";"A.P. Møller - Mærsk";"Ikke Årets Leder";"1-2 år i udlandet";"omsætning over 40 mia";"Vækst fra 20 % til 100 % siden 2004";"Soliditetsgrad: Højest";"Gennemsnitløn under 330.000";"Udbytningsgrad 1-2";"Konstant-variabel kapital ratio: Høj";"+ 2500 artikler om firma pr. år";"Omsætning pr. ansat: 2.1-4 mil";"Omsætning pr. ansat: under 5 mil";"omsætning over 40 mia";"omsætning over 40 mia";"Vækst fra 50 % til 100 % siden 2004";"Balance +50 mia";"Egenkapital +15 mia";"Resultat 2005-7 +2 mia";"Overskudsgrad 15-19 %";"Afkastsgrad 11-19 %";"Ansatte: +20.000";"Soliditetsgrad 31-50 %";"+10 VL-gruppe medl.";"CEO løn: 10-11 mio";"CEO løn: 10-11 mio";"Gennemsnitløn 230-330.000";"Lønudgift: +7,5 mia.";"Udbytningsgrad: Høj";"Konstant-variabel kapital ratio 8-20";"Firma etableret 1900-1944";"Over 70 bøger med firma";"Eivind Kolding";"Artikler: Over 300";"Artikler: Over 300";"Ejendom: Over 12 mio";"Ejendom: Over 12 mio";48;"40-49 år";9;"Direktør: 5-9 år";"Født: 1950-59";"Alder: 53-46";"Udlandet:1-7";"1-3 bestyrelsesposter";"Medlem af anden VL-gruppe (ikke 1, 3 eller 46)";"Afslutning af uddannelse: 21-24 år";"13-19 år om at blive direktør";"13-19 år om at blive topdirektør";17;"16-25 år i i firma før topchef";"Ét karriereskift";"1-3 karriereskift";17;"Har været mindst 3 år i branche før CEO";"Direktør: 35-39 år";"Direktør: under 40 år";"Gift: 26-30 år";"Uddannet: 1980-85";"Statsadministration, organisationer, jura og akademia";"Missing";"3.501955";"-.5692348";"Firmastørrelse top 5 firma";0;103;"København (K, V eller Ø)";"Eksportvirksomhed (helt eller delvist)";"6.385252";"-.4903428";"Firmaprestige: top 10 firma";"Produktionsvirksomheder"
"A.P. Møller - Mærsk";"Nils Smedegaard Andersen";22756214;159544;285131;".79";327519;138198;20206;15557;17829;17864;".15";".13";117319;".42";"Konglomerater";"Konglomerater";"Bestyrelse: Ingen udlændinge";"Lars Christian Pallesen - Rektor ved DTU";"Bestyrelse: Ingen politikere";"Bestyrelse: Videnskabsfolk";26;;"s. 66 Langt størstedelen af deres omsætning er i udlandet (Hvis vi ser på modtager landet - så er 50% af omsætningen i Europa - vi må så antage at norden udgør en mindre andel)";"Eksportvirksomhed";"A.P. Møller og Hustru Chastine Mc-Kinneymøllers Fond Til Almene Formaal Virksomhed, København K, 41,76% (50,03% af stemmerne), A.P. Møller - Mærsk A/S Virksomhed, København K, 6,39%, A. P. Møller og hustru Chastine Mc-Kinney Møllers Familiefond";0;"Familieejerskab";"Familieejerskab";30328;"s. 66 - Direktionen deler 75 mil. Og består af 7 mand - hvor af mærsk himself er en af dem";18;"258508.8";"1.41";"10.8";"Esplanaden 50";"1098 København K";"København";1904;1;"Børsnoteret";76;45116;"skibsreder";"Ingen offentlige kommisioner";"Ingen videnskabelige poster";" En top bestyrelsespost";"Amerika Fonden: Bestyrelsesmedlem";3;"ERT European Round Table of Industrialists fra 2001, co-chairman IRT EU-Russia Industrialist' Roundtable";" Samtalegruppen";2;0;0;"Ikke ejer";"888 - men burde kunne findes i biografien";"Gymnasium";"Cand oecon Aarhus 1982";"AU";3;"Ingen phd";"Cand. Oecon AAU+SDU";29;"0";1987;"Ingen HD";"Almindelig MBA";"Ingen udenlandsk grunduddannelse";"Ingen udenlandsk uddannelse";3;14;1;3;1;32;43;2007;6;"Tidligere top-ceo";8;"Karrierestart i de største virksomheder";"Management og ledelse";"Startede ikke selv virksomhed";"07/08/1958";1958;"i Århus";8000;"Århus, Odense og Aalborg";"Direktør";"Klasse I";"Familie: Direktør";"Familie: Leder/direktør";"Familie i BB";"Præst og forfatter";0;1983;25;"Gift";"Cand.oecon";"Partner: LVU-job";0;1958;0;"Direktør i danske bank";"Klasse I";"Sviger: Direktør";"Sviger: I BB";"Svigerfamilie i BB";"Whiskeybæltet";"2950 Vedbæk.";"Elmevej 4,";12000000;1214;"Biograferet";"Ikke forfatter";0;0;"Ingen danske ordner";0;"Ingen udenlandske ordner";"Royal invitation";"Årets Leder: Vinder";"Ikke tidligere i hæren";"Ikke tidligere i staten";"Ikke tidligere i Mærsk";"Intet Skæg";"Jakke og slips";".1063651";"Lønandel: 10,1%-15%";327519;"Balance +50 mia";"2.430391";"A.P. Møller - Mærsk";"Årets Leder";"Mere end to år i udlandet";"omsætning over 40 mia";"Vækst fra 20 % til 100 % siden 2004";"Soliditetsgrad: Højest";"Gennemsnitløn under 330.000";"Udbytningsgrad 1-2";"Konstant-variabel kapital ratio: Høj";"+ 2500 artikler om firma pr. år";"Omsætning pr. ansat: 2.1-4 mil";"Omsætning pr. ansat: under 5 mil";"omsætning over 40 mia";"omsætning over 40 mia";"Vækst fra 50 % til 100 % siden 2004";"Balance +50 mia";"Egenkapital +15 mia";"Resultat 2005-7 +2 mia";"Overskudsgrad 15-19 %";"Afkastsgrad 11-19 %";"Ansatte: +20.000";"Soliditetsgrad 31-50 %";"+10 VL-gruppe medl.";"CEO løn: + 11 mio";"CEO løn: + 11 mio";"Gennemsnitløn 230-330.000";"Lønudgift: +7,5 mia.";"Udbytningsgrad: Høj";"Konstant-variabel kapital ratio 8-20";"Firma etableret 1900-1944";"Over 70 bøger med firma";"Nils Smedegaard Andersen";"Artikler: Over 300";"Artikler: Over 300";"Ejendom: Over 12 mio";"Ejendom: Over 12 mio";49;"40-49 år";6;"Direktør: 5-9 år";"Født: 1950-59";"Alder: 53-46";"Udlandet: 7+ år";"1-3 bestyrelsesposter";"Medlem af VL-gruppe: 1, 3 eller 46";"Afslutning af uddannelse: over 28 år";"Under 6 år om at blive direktør";"13-19 år om at blive topdirektør";1;"Kommer til firma som topchef";"2-4 karriereskift";"1-3 karriereskift";1;"Kommer først til branchen som CEO";"Direktør: under 35 år";"Direktør: 40-44 år";"Gift: under 25 år";"Uddannet: efter 1986";"Management, ledelse og HR";"Karrierestart i de største virksomheder";"3.501955";"-.5692348";"Firmastørrelse top 5 firma";"Nils Smedegaard Andersen";103;"København (K, V eller Ø)";"Eksportvirksomhed (helt eller delvist)";"6.385252";"-.4903428";"Firmaprestige: top 10 firma";"Produktionsvirksomheder"
"A.P. Møller - Mærsk";"Søren Skou";22756214;159544;285131;".79";327519;138198;20206;15557;17829;17864;".15";".13";117319;".42";"Konglomerater";"Konglomerater";"Bestyrelse: Ingen udlændinge";"Lars Christian Pallesen - Rektor ved DTU";"Bestyrelse: Ingen politikere";"Bestyrelse: Videnskabsfolk";26;;"s. 66 Langt størstedelen af deres omsætning er i udlandet (Hvis vi ser på modtager landet - så er 50% af omsætningen i Europa - vi må så antage at norden udgør en mindre andel)";"Eksportvirksomhed";"A.P. Møller og Hustru Chastine Mc-Kinneymøllers Fond Til Almene Formaal Virksomhed, København K, 41,76% (50,03% af stemmerne), A.P. Møller - Mærsk A/S Virksomhed, København K, 6,39%, A. P. Møller og hustru Chastine Mc-Kinney Møllers Familiefond";0;"Familieejerskab";"Familieejerskab";30328;"s. 66 - Direktionen deler 75 mil. Og består af 7 mand - hvor af mærsk himself er en af dem";"9.5";"258508.8";"1.41";"10.8";"Esplanaden 50";"1098 København K";"København";1904;1;"Børsnoteret";76;45116;"skibsreder";"Ingen offentlige kommisioner";"Ingen videnskabelige poster";"Ingen top bestyrelsesposter";"Amerika Fonden: Virksomheden repræsenteret";70;"Lloyds Register og i The International Tanker Owners Pollution Federation Limited";"Ikke i topnetværk";0;0;0;"Ikke ejer";"Aalborg katedralskole";"Gymnasium";"Shipping elev";"Ikke akademisk";1;"Ingen phd";"Elevuddannelse";21;"HD handelshøjskolen i københavn og MBA IMD";1985;"HD";"Prestigefuld MBA";"Ingen udenlandsk grunduddannelse";"Ingen udenlandsk uddannelse";16;22;24;0;24;37;43;2007;0;"Ikke tidligere top-ceo";3;"Karrierestart i de største virksomheder";"Management og ledelse";"Startede ikke selv virksomhed";"08/20/1964";1964;"i Aalborg";9000;"Århus, Odense og Aalborg";"Skohandler";"Klasse II";"Familie: Selvstændige";"Familie: Selvstændige";"Familien ikke i BB";"Hustru";0;1988;24;"Gift";"Hustru";"Partner: Hjemmegående";0;1963;-1;"Gårdejer";"Klasse II";"Sviger: Selvstændige";"Sviger: Ikke i BB";"Svigerfamilie ikke i BB";"Whiskeybæltet";"2950 Trørød";"Birkekæret 8,";7450000;96;"Ingen biografier";"Ikke forfatter";0;0;"Ingen danske ordner";0;"Ingen udenlandske ordner";"Ingen invitation";"Årets Leder: Intet";"Ikke tidligere i hæren";"Ikke tidligere i staten";"Ikke tidligere i Mærsk";"Intet Skæg";"Jakke og slips";".1063651";"Lønandel: 10,1%-15%";327519;"Balance +50 mia";"2.430391";"A.P. Møller - Mærsk";"Ikke Årets Leder";"Mere end to år i udlandet";"omsætning over 40 mia";"Vækst fra 20 % til 100 % siden 2004";"Soliditetsgrad: Højest";"Gennemsnitløn under 330.000";"Udbytningsgrad 1-2";"Konstant-variabel kapital ratio: Høj";"+ 2500 artikler om firma pr. år";"Omsætning pr. ansat: 2.1-4 mil";"Omsætning pr. ansat: under 5 mil";"omsætning over 40 mia";"omsætning over 40 mia";"Vækst fra 50 % til 100 % siden 2004";"Balance +50 mia";"Egenkapital +15 mia";"Resultat 2005-7 +2 mia";"Overskudsgrad 15-19 %";"Afkastsgrad 11-19 %";"Ansatte: +20.000";"Soliditetsgrad 31-50 %";"+10 VL-gruppe medl.";"CEO løn: 10-11 mio";"CEO løn: 10-11 mio";"Gennemsnitløn 230-330.000";"Lønudgift: +7,5 mia.";"Udbytningsgrad: Høj";"Konstant-variabel kapital ratio 8-20";"Firma etableret 1900-1944";"Over 70 bøger med firma";"Søren Skou";"Artikler: 11-100";"Artikler: 50-300";"Ejendom: 6,1-9 mio";"Ejendom: 3,5-8,0 mio";43;"40-49 år";0;"Direktør: Under 5 år";"Født:1960-1969";"Alder:45-38";"Udlandet:1-7";"Ingen bestyrelsesposter";"Medlem af anden VL-gruppe (ikke 1, 3 eller 46)";"Afslutning af uddannelse: 21-24 år";"13-19 år om at blive direktør";"20-27 år om at blive topdirektør";24;"16-25 år i i firma før topchef";"Ingen karriereskift";"Ingen karriereskift";24;"Har været mindst 3 år i branche før CEO";"Direktør: 35-39 år";"Direktør: 40-44 år";"Gift: under 25 år";"Uddannet: 1980-85";"Management, ledelse og HR";"Karrierestart i de største virksomheder";"3.501955";"-.5692348";"Firmastørrelse top 5 firma";0;103;"København (K, V eller Ø)";"Eksportvirksomhed (helt eller delvist)";"6.385252";"-.4903428";"Firmaprestige: top 10 firma";"Produktionsvirksomheder"
"A.P. Møller - Mærsk";"Thomas Thune Andersen";22756214;159544;285131;".79";327519;138198;20206;15557;17829;17864;".15";".13";117319;".42";"Konglomerater";"Konglomerater";"Bestyrelse: Ingen udlændinge";"Lars Christian Pallesen - Rektor ved DTU";"Bestyrelse: Ingen politikere";"Bestyrelse: Videnskabsfolk";26;;"s. 66 Langt størstedelen af deres omsætning er i udlandet (Hvis vi ser på modtager landet - så er 50% af omsætningen i Europa - vi må så antage at norden udgør en mindre andel)";"Eksportvirksomhed";"A.P. Møller og Hustru Chastine Mc-Kinneymøllers Fond Til Almene Formaal Virksomhed, København K, 41,76% (50,03% af stemmerne), A.P. Møller - Mærsk A/S Virksomhed, København K, 6,39%, A. P. Møller og hustru Chastine Mc-Kinney Møllers Familiefond";0;"Familieejerskab";"Familieejerskab";30328;"s. 66 - Direktionen deler 75 mil. Og består af 7 mand - hvor af mærsk himself er en af dem";"9.5";"258508.8";"1.41";"10.8";"Esplanaden 50";"1098 København K";"København";1904;1;"Børsnoteret";76;45116;"skibsreder";"Ingen offentlige kommisioner";"Ingen videnskabelige poster";"Ingen top bestyrelsesposter";"Amerika Fonden: Virksomheden repræsenteret";3;"Freeman of the City of London";"Ikke i topnetværk";0;0;0;"Ikke ejer";"Rungsted Gymnasium";"Gymnasium";"Shipping elev";"Ikke akademisk";1;"Ingen phd";"Elevuddannelse";24;"HD i udlandshandel på Colombia og Harvard";1979;"HD";" Ingen MBA";"Ingen udenlandsk grunduddannelse";"Ingen udenlandsk uddannelse";10;21;30;0;30;34;45;2004;4;"Ikke tidligere top-ceo";19;"Karrierestart i de største virksomheder";"Management og ledelse";"Startede ikke selv virksomhed";"03/04/1955";1955;"i Helleruplund";2900;"Storkøbenhavn";"Ambassadør";"Klasse I";"Familie: Akademikere";"Familie: Vidensudbyttere";"Familie i BB";"Hustru";0;1981;26;"Gift";"Muligt hjemmegående";"Partner: Hjemmegående";0;1955;0;"Civilingeniør";"Klasse I";"Sviger: Akademikere";"Sviger: Ikke i BB";"Svigerfamilie ikke i BB";"København";"1098 Kbh K.";"Esplanaden 50,";7350000;112;"Ingen biografier";"Ikke forfatter";0;0;"Ingen danske ordner";0;"Ingen udenlandske ordner";"Ingen invitation";"Årets Leder: Intet";"Ikke tidligere i hæren";"Ikke tidligere i staten";"Ikke tidligere i Mærsk";"Intet Skæg";"Jakke og slips";".1063651";"Lønandel: 10,1%-15%";327519;"Balance +50 mia";"2.430391";"A.P. Møller - Mærsk";"Ikke Årets Leder";"Mere end to år i udlandet";"omsætning over 40 mia";"Vækst fra 20 % til 100 % siden 2004";"Soliditetsgrad: Højest";"Gennemsnitløn under 330.000";"Udbytningsgrad 1-2";"Konstant-variabel kapital ratio: Høj";"+ 2500 artikler om firma pr. år";"Omsætning pr. ansat: 2.1-4 mil";"Omsætning pr. ansat: under 5 mil";"omsætning over 40 mia";"omsætning over 40 mia";"Vækst fra 50 % til 100 % siden 2004";"Balance +50 mia";"Egenkapital +15 mia";"Resultat 2005-7 +2 mia";"Overskudsgrad 15-19 %";"Afkastsgrad 11-19 %";"Ansatte: +20.000";"Soliditetsgrad 31-50 %";"+10 VL-gruppe medl.";"CEO løn: 10-11 mio";"CEO løn: 10-11 mio";"Gennemsnitløn 230-330.000";"Lønudgift: +7,5 mia.";"Udbytningsgrad: Høj";"Konstant-variabel kapital ratio 8-20";"Firma etableret 1900-1944";"Over 70 bøger med firma";"Thomas Thune Andersen";"Artikler: 101-300";"Artikler: 50-300";"Ejendom: 6,1-9 mio";"Ejendom: 3,5-8,0 mio";52;"50-59 år";7;"Direktør: 5-9 år";"Født: 1950-59";"Alder: 53-46";"Udlandet: 7+ år";"Ingen bestyrelsesposter";"Medlem af VL-gruppe: 1, 3 eller 46";"Afslutning af uddannelse: 21-24 år";"7-12 år om at blive direktør";"20-27 år om at blive topdirektør";27;"26+ år i firma før topchef";"Ingen karriereskift";"Ingen karriereskift";27;"Har været mindst 3 år i branche før CEO";"Direktør: under 35 år";"Direktør: 45-49 år";"Gift: 26-30 år";"Uddannet: 1975-79";"Management, ledelse og HR";"Karrierestart i de største virksomheder";"3.501955";"-.5692348";"Firmastørrelse top 5 firma";0;103;"København (K, V eller Ø)";"Eksportvirksomhed (helt eller delvist)";"6.385252";"-.4903428";"Firmaprestige: top 10 firma";"Produktionsvirksomheder"
